Customer_ID,Customer_Age,Customer_Type,Product_Name,Product_Category,Review_Text,Rating,Review_Date,Verified_Purchase,Sentiment
CUST00530,59,New,Green Tea,Grocery,The product is okay and works as expected.,4.0,2025-04-16,Yes,Neutral
CUST00531,25,New,Jacket,Clothing,I am disappointed with this purchase.,2.0,2025-09-24,Yes,Negative
CUST00532,38,New,Shampoo,Beauty,THE PRODUCT IS OKAY AND WORKS AS EXPECTED.,4.0,2026-04-05,Yes,Neutral
CUST00533,41,Loyal,Dry Fruits,Grocery,I am disappointed with this purchase.,2.0,2025-05-09,Yes,Negative
CUST00534,34,Loyal,Jeans,Clothing,The product does not work as expected.,2.0,2025-10-21,Yes,Negative
CUST00535,35,New,Power Bank,Electronics,Good product and the delivery was quick.,4.0,2025-12-18,No,Positive
CUST00536,28,Loyal,Jeans,Clothing,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY.,4.0,2025-02-26,Yes,Positive
CUST00537,64,New,T-Shirt,Clothing,The product does not work as expected.,2.0,2025-08-14,Yes,Negative
CUST00538,61,New,Running Shoes,Sports,The product does not work as expected.,2.0,2025-12-09,Yes,Negative
CUST00539,59,Loyal,Smart Watch,Electronics,I am disappointed with this purchase.,2.0,2025-10-02,Yes,Negative
CUST00540,22,Returning,Smart Watch,Electronics,Excellent product! Very good quality and fast delivery. Order 1545. Really!!,5.0,2025-07-01,Yes,Positive
CUST00541,61,Returning,T-Shirt,Clothing,I really liked this product. It works perfectly. Really!!,4.0,2026-04-30,Yes,Positive
CUST00542,26,Loyal,Coffee,Grocery,Good product and the delivery was quick.,5.0,2026-02-01,Yes,Positive
CUST00543,57,Loyal,Dry Fruits,Grocery,The product does not work as expected.,1.0,2025-05-23,Yes,Negative
CUST00544,65,New,Yoga Mat,Sports,THE PRODUCT IS OKAY AND WORKS AS EXPECTED. ORDER 8787.,3.0,2025-08-07,No,Neutral
CUST00545,42,Returning,Yoga Mat,Sports,Amazing quality and value for money. Order 9446.,5.0,2025-09-13,No,Positive
CUST00546,51,Returning,Water Bottle,Home & Kitchen,Very happy with my purchase. Highly recommended!,4.0,2026-09-07,No,Positive
CUST00547,54,Loyal,Smart Watch,Electronics,The quality is acceptable for everyday use. Order 9613.,4.0,2026-11-14,No,Neutral
CUST00548,48,Returning,Self Help Book,Books,"It works properly, but nothing special.",4.0,2025-10-08,Yes,Neutral
CUST00549,51,New,Water Bottle,Home & Kitchen,Good product and the delivery was quick.,5.0,2026-03-01,Yes,Positive
CUST00550,49,Returning,Wireless Earbuds,Electronics,Very happy with my purchase. Highly recommended! Order 7731.,4.0,2026-01-03,No,Positive
CUST00551,39,New,Programming Book,Books,Bad experience. I would not recommend this product. Really!!,1.0,2025-07-18,Yes,Negative
CUST00552,43,New,Dry Fruits,Grocery,Bad experience. I would not recommend this product. Order 6287.,2.0,2026-04-06,No,Negative
CUST00553,29,Loyal,Novel,Books,"The product is comfortable, useful, and well made.",5.0,2026-12-09,No,Positive
CUST00554,54,New,Bluetooth Speaker,Electronics,Great experience. The item arrived on time. Order 7811.,5.0,2026-02-18,Yes,Positive
CUST00555,61,New,Cookies,Grocery,Very happy with my purchase. Highly recommended!,4.0,2026-05-22,No,Positive
CUST00556,27,Returning,Jacket,Clothing,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY.,5.0,2026-03-20,Yes,Positive
CUST00557,26,New,Yoga Mat,Sports,Excellent product! Very good quality and fast delivery.,4.0,2025-02-27,Yes,Positive
CUST00558,30,Returning,Sneakers,Clothing,Good product and the delivery was quick.,4.0,2026-09-01,Yes,Positive
CUST00559,44,New,Power Bank,Electronics,"Product is decent, but there is room for improvement.",3.0,2025-05-07,Yes,Neutral
CUST00560,64,Returning,Yoga Mat,Sports,Not worth the money. The quality is very poor.,2.0,2026-08-28,No,Negative
CUST00561,62,Returning,Wireless Earbuds,Electronics,"It works properly, but nothing special. Order 5372.",3.0,2025-02-24,Yes,Neutral
CUST00562,30,New,Cookware Set,Home & Kitchen,I really liked this product. It works perfectly.,4.0,2025-07-20,Yes,Positive
CUST00563,26,New,Cookware Set,Home & Kitchen,The item arrived late and the package was damaged.,2.0,2025-09-15,Yes,Negative
CUST00564,53,New,Power Bank,Electronics,The product is okay and works as expected. Order 6585.,3.0,2026-12-10,Yes,Neutral
CUST00565,36,Returning,T-Shirt,Clothing,The product does not work as expected. Order 9498. Really!!,1.0,2025-12-10,No,Negative
CUST00566,52,Returning,Moisturizer,Beauty,Excellent product! Very good quality and fast delivery.,4.0,2025-07-30,Yes,Positive
CUST00567,39,Returning,Self Help Book,Books,"IT WORKS PROPERLY, BUT NOTHING SPECIAL. ORDER 7784.",3.0,2025-01-27,Yes,Neutral
CUST00568,24,Returning,Self Help Book,Books,The product is okay and works as expected.,4.0,2025-02-07,Yes,Neutral
CUST00569,56,New,Self Help Book,Books,The product is okay and works as expected. Order 3594.,4.0,2025-07-23,Yes,Neutral
CUST00570,41,New,Face Wash,Beauty,GREAT EXPERIENCE. THE ITEM ARRIVED ON TIME.,4.0,2025-05-15,Yes,Positive
CUST00571,19,Returning,Dry Fruits,Grocery,Good product and the delivery was quick. Really!!,5.0,2025-04-18,No,Positive
CUST00572,23,Returning,Green Tea,Grocery,"THE PRODUCT IS COMFORTABLE, USEFUL, AND WELL MADE. ORDER 7130.",5.0,2025-02-14,Yes,Positive
CUST00573,39,Returning,Water Bottle,Home & Kitchen,Very happy with my purchase. Highly recommended!,4.0,2026-07-17,Yes,Positive
CUST00574,34,Returning,Dry Fruits,Grocery,EXCELLENT PRODUCT! VERY GOOD QUALITY AND FAST DELIVERY.,5.0,2025-11-21,Yes,Positive
CUST00575,20,New,Mixer Grinder,Home & Kitchen,Good product and the delivery was quick.,4.0,2025-06-17,Yes,Positive
CUST00576,23,New,Gym Gloves,Sports,Very happy with my purchase. Highly recommended! Really!!,4.0,2025-08-29,Yes,Positive
CUST00577,39,Loyal,Cookware Set,Home & Kitchen,The product is okay and works as expected.,4.0,2026-03-15,No,Neutral
CUST00578,62,New,Power Bank,Electronics,Not worth the money. The quality is very poor.,1.0,2025-12-19,Yes,Negative
CUST00579,27,Returning,Cookies,Grocery,Good product and the delivery was quick. Order 4959.,4.0,2025-06-11,Yes,Positive
CUST00580,51,Returning,Hair Dryer,Beauty,Good product and the delivery was quick.,4.0,2026-01-31,Yes,Positive
CUST00581,39,New,Jacket,Clothing,The item arrived late and the package was damaged. Order 4990. Really!!,2.0,2026-01-04,No,Negative
CUST00582,54,Returning,Jacket,Clothing,"Product is decent, but there is room for improvement.",4.0,2026-04-24,Yes,Neutral
CUST00583,52,Returning,Self Help Book,Books,Amazing quality and value for money.,5.0,2026-05-29,Yes,Positive
CUST00584,44,Returning,Shampoo,Beauty,AMAZING QUALITY AND VALUE FOR MONEY.,5.0,2026-05-08,Yes,Positive
CUST00585,32,Returning,Hair Dryer,Beauty,I really liked this product. It works perfectly. Really!!,5.0,2025-12-17,Yes,Positive
CUST00586,46,Loyal,Mixer Grinder,Home & Kitchen,Bad experience. I would not recommend this product.,2.0,2026-03-18,Yes,Negative
CUST00587,35,Loyal,Mixer Grinder,Home & Kitchen,GREAT EXPERIENCE. THE ITEM ARRIVED ON TIME.,4.0,2026-03-23,Yes,Positive
CUST00588,35,Returning,Coffee Maker,Home & Kitchen,THE PRODUCT IS OKAY AND WORKS AS EXPECTED.,4.0,2026-05-24,Yes,Neutral
CUST00589,53,Returning,T-Shirt,Clothing,I really liked this product. It works perfectly.,5.0,2025-02-18,Yes,Positive
CUST00590,55,Loyal,Gym Gloves,Sports,The item arrived late and the package was damaged.,2.0,2025-01-26,Yes,Negative
CUST00591,33,Loyal,Dry Fruits,Grocery,Amazing quality and value for money. Order 4727.,4.0,2025-05-29,No,Positive
CUST00592,24,Returning,Wireless Earbuds,Electronics,Average quality. It is fine for the price. Order 9186. Really!!,3.0,2025-07-19,No,Neutral
CUST00593,26,Loyal,Running Shoes,Sports,Not worth the money. The quality is very poor.,2.0,2026-10-28,Yes,Negative
CUST00594,55,Returning,Cricket Bat,Sports,"Product is decent, but there is room for improvement. Order 9740. Really!!",4.0,2025-01-14,No,Neutral
CUST00595,60,Loyal,Mixer Grinder,Home & Kitchen,EXCELLENT PRODUCT! VERY GOOD QUALITY AND FAST DELIVERY.,4.0,2026-01-24,No,Positive
CUST00596,40,Returning,Water Bottle,Home & Kitchen,The product is okay and works as expected. Order 4885.,3.0,2026-10-27,Yes,Neutral
CUST00597,19,Returning,T-Shirt,Clothing,THE PRODUCT DOES NOT WORK AS EXPECTED.,1.0,2026-02-08,No,Negative
CUST00598,64,Loyal,Cookbook,Books,EXCELLENT PRODUCT! VERY GOOD QUALITY AND FAST DELIVERY. ORDER 7906.,4.0,2025-11-27,Yes,Positive
CUST00599,45,Loyal,Mixer Grinder,Home & Kitchen,"IT WORKS PROPERLY, BUT NOTHING SPECIAL.",4.0,2025-08-31,Yes,Neutral
CUST00600,22,Loyal,Face Wash,Beauty,Excellent product! Very good quality and fast delivery.,4.0,2026-01-29,Yes,Positive
CUST00601,24,New,Water Bottle,Home & Kitchen,Very poor quality. The product stopped working quickly.,2.0,2025-06-10,Yes,Negative
CUST00602,49,New,Yoga Mat,Sports,The product is okay and works as expected.,4.0,2025-07-07,Yes,Neutral
CUST00603,22,Loyal,Water Bottle,Home & Kitchen,"The product is comfortable, useful, and well made.",4.0,2026-12-29,Yes,Positive
CUST00604,33,New,Jeans,Clothing,Good product and the delivery was quick. Really!!,5.0,2026-06-18,Yes,Positive
CUST00605,33,Loyal,Cricket Bat,Sports,VERY HAPPY WITH MY PURCHASE. HIGHLY RECOMMENDED!,4.0,2025-03-14,Yes,Positive
CUST00606,56,Returning,Cookware Set,Home & Kitchen,I really liked this product. It works perfectly.,5.0,2026-05-29,Yes,Positive
CUST00607,29,Loyal,Novel,Books,"It works properly, but nothing special.",3.0,2025-12-03,Yes,Neutral
CUST00608,26,Returning,Face Wash,Beauty,Amazing quality and value for money. Order 9553.,5.0,2025-01-29,Yes,Positive
CUST00609,61,Loyal,Sneakers,Clothing,The quality is acceptable for everyday use. Really!!,4.0,2025-03-16,Yes,Neutral
CUST00610,65,New,Coffee,Grocery,"The product is comfortable, useful, and well made. Order 3149. Really!!",5.0,2026-04-06,Yes,Positive
CUST00611,48,New,Novel,Books,"Product is decent, but there is room for improvement. Order 5615.",3.0,2025-08-22,Yes,Neutral
CUST00612,20,Returning,Sneakers,Clothing,"THE PRODUCT IS COMFORTABLE, USEFUL, AND WELL MADE. ORDER 5569.",5.0,2026-06-21,Yes,Positive
CUST00613,48,Loyal,Smart Watch,Electronics,THE ITEM ARRIVED LATE AND THE PACKAGE WAS DAMAGED.,2.0,2025-12-18,Yes,Negative
CUST00614,54,Returning,Bluetooth Speaker,Electronics,I am disappointed with this purchase. Order 2353.,2.0,2026-03-30,Yes,Negative
CUST00615,59,New,Coffee Maker,Home & Kitchen,Amazing quality and value for money.,5.0,2026-03-26,Yes,Positive
CUST00616,47,Returning,Cricket Bat,Sports,I am disappointed with this purchase. Order 1615. Really!!,1.0,2025-09-12,Yes,Negative
CUST00617,32,Loyal,Cricket Bat,Sports,Average quality. It is fine for the price. Order 8282.,3.0,2026-07-06,Yes,Neutral
CUST00618,36,New,Bluetooth Speaker,Electronics,Amazing quality and value for money. Really!!,4.0,2026-09-01,Yes,Positive
CUST00619,43,New,Running Shoes,Sports,I am disappointed with this purchase. Order 6191.,1.0,2025-09-26,Yes,Negative
CUST00620,50,Returning,Gym Gloves,Sports,Excellent product! Very good quality and fast delivery.,4.0,2026-02-26,Yes,Positive
CUST00621,34,Loyal,Shampoo,Beauty,I am disappointed with this purchase.,2.0,2025-07-05,No,Negative
CUST00622,65,Loyal,Coffee Maker,Home & Kitchen,"The product is comfortable, useful, and well made.",4.0,2026-08-24,Yes,Positive
CUST00623,51,Loyal,Smart Watch,Electronics,Good product and the delivery was quick. Really!!,4.0,2025-02-03,Yes,Positive
CUST00624,20,Returning,Bluetooth Speaker,Electronics,I really liked this product. It works perfectly.,4.0,2025-11-25,Yes,Positive
CUST00625,46,Returning,Hair Dryer,Beauty,The item arrived on time and was as described.,3.0,2025-11-29,Yes,Neutral
CUST00626,65,Returning,Cricket Bat,Sports,Amazing quality and value for money.,4.0,2025-12-17,Yes,Positive
CUST00627,55,Loyal,Dry Fruits,Grocery,I really liked this product. It works perfectly. Order 6791.,5.0,2025-08-20,Yes,Positive
CUST00628,35,New,Cookbook,Books,"THE PRODUCT IS COMFORTABLE, USEFUL, AND WELL MADE. REALLY!!",5.0,2026-08-22,Yes,Positive
CUST00629,62,New,Moisturizer,Beauty,Amazing quality and value for money.,5.0,2026-01-14,Yes,Positive
CUST00630,22,New,Coffee,Grocery,Not worth the money. The quality is very poor.,2.0,2025-09-24,Yes,Negative
CUST00631,45,Loyal,Cricket Bat,Sports,Average quality. It is fine for the price.,3.0,2025-12-09,Yes,Neutral
CUST00632,62,New,Yoga Mat,Sports,The item arrived on time and was as described.,4.0,2025-01-20,Yes,Neutral
CUST00633,18,Loyal,Mixer Grinder,Home & Kitchen,I really liked this product. It works perfectly. Order 3975.,4.0,2025-01-13,Yes,Positive
CUST00634,30,New,Programming Book,Books,THE PRODUCT IS OKAY AND WORKS AS EXPECTED.,3.0,2026-01-22,Yes,Neutral
CUST00635,33,Returning,Sneakers,Clothing,THE PRODUCT DOES NOT WORK AS EXPECTED.,2.0,2025-11-28,Yes,Negative
CUST00636,30,Loyal,Sneakers,Clothing,Excellent product! Very good quality and fast delivery. Order 1727. Really!!,4.0,2026-06-11,Yes,Positive
CUST00637,21,Returning,T-Shirt,Clothing,The quality is acceptable for everyday use.,3.0,2025-03-01,Yes,Neutral
CUST00638,42,New,Wireless Earbuds,Electronics,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY.,4.0,2025-10-06,Yes,Positive
CUST00639,40,Returning,Running Shoes,Sports,Bad experience. I would not recommend this product.,2.0,2026-05-03,Yes,Negative
CUST00640,37,New,Gym Gloves,Sports,Good product and the delivery was quick.,5.0,2025-07-21,Yes,Positive
CUST00641,33,Returning,Coffee Maker,Home & Kitchen,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY. ORDER 5317.,5.0,2025-01-21,No,Positive
CUST00642,55,Loyal,Power Bank,Electronics,Excellent product! Very good quality and fast delivery. Order 5055.,5.0,2025-04-13,Yes,Positive
CUST00643,24,Returning,Bluetooth Speaker,Electronics,The quality is acceptable for everyday use.,4.0,2026-09-26,Yes,Neutral
CUST00644,42,Loyal,Self Help Book,Books,Good product and the delivery was quick. Order 4513. Really!!,4.0,2026-09-20,Yes,Positive
CUST00645,39,Loyal,Cookbook,Books,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY.,5.0,2025-02-22,Yes,Positive
CUST00646,29,Loyal,Dry Fruits,Grocery,Amazing quality and value for money.,4.0,2026-09-05,Yes,Positive
CUST00647,55,Loyal,Programming Book,Books,The item arrived late and the package was damaged. Order 4201.,2.0,2026-08-25,Yes,Negative
CUST00648,52,New,Programming Book,Books,I really liked this product. It works perfectly. Order 4345. Really!!,5.0,2026-01-30,Yes,Positive
CUST00649,27,Loyal,Bluetooth Speaker,Electronics,Good product and the delivery was quick.,4.0,2025-07-30,Yes,Positive
CUST00650,31,New,Face Wash,Beauty,Very happy with my purchase. Highly recommended!,5.0,2026-01-06,Yes,Positive
CUST00651,23,Returning,Green Tea,Grocery,Average quality. It is fine for the price. Order 9434.,4.0,2025-03-08,No,Neutral
CUST00652,45,Returning,Cookies,Grocery,Average quality. It is fine for the price.,4.0,2025-06-07,No,Neutral
CUST00653,57,Loyal,Programming Book,Books,The item arrived on time and was as described. Order 8450. Really!!,4.0,2026-12-16,Yes,Neutral
CUST00654,40,New,Shampoo,Beauty,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY.,4.0,2026-04-15,Yes,Positive
CUST00655,62,New,Sneakers,Clothing,Average quality. It is fine for the price.,4.0,2026-04-20,No,Neutral
CUST00656,24,Loyal,Gym Gloves,Sports,I REALLY LIKED THIS PRODUCT. IT WORKS PERFECTLY. ORDER 4174.,5.0,2025-04-02,No,Positive
CUST00657,65,New,Jacket,Clothing,Great experience. The item arrived on time. Really!!,5.0,2026-10-30,Yes,Positive
CUST00658,20,Loyal,Cookware Set,Home & Kitchen,Great experience. The item arrived on time.,5.0,2026-12-02,Yes,Positive
CUST00659,42,Returning,Gym Gloves,Sports,Amazing quality and value for money.,5.0,2026-02-07,No,Positive
CUST00660,64,Returning,Face Wash,Beauty,AMAZING QUALITY AND VALUE FOR MONEY. ORDER 2214.,4.0,2026-01-29,Yes,Positive
CUST00661,60,Loyal,Self Help Book,Books,Good product and the delivery was quick.,5.0,2025-08-09,No,Positive
CUST00662,50,Loyal,Running Shoes,Sports,Average quality. It is fine for the price.,4.0,2025-08-24,Yes,Neutral
CUST00663,25,New,Running Shoes,Sports,The item arrived late and the package was damaged. Order 7643.,1.0,2026-09-02,Yes,Negative
CUST00664,63,Returning,Smart Watch,Electronics,Average quality. It is fine for the price.,3.0,2025-10-05,No,Neutral
CUST00665,45,Returning,Gym Gloves,Sports,Amazing quality and value for money. Really!!,4.0,2025-03-20,No,Positive
CUST00666,46,New,Wireless Earbuds,Electronics,Great experience. The item arrived on time.,5.0,2026-11-29,Yes,Positive
CUST00667,27,New,Novel,Books,Amazing quality and value for money.,5.0,2025-08-21,Yes,Positive
CUST00668,56,New,Sneakers,Clothing,Excellent product! Very good quality and fast delivery. Order 2469.,5.0,2025-04-28,Yes,Positive
CUST00669,33,Loyal,Shampoo,Beauty,Amazing quality and value for money.,5.0,2026-04-22,No,Positive
CUST00670,56,Returning,Water Bottle,Home & Kitchen,"IT WORKS PROPERLY, BUT NOTHING SPECIAL. REALLY!!",3.0,2025-08-28,Yes,Neutral
CUST00671,19,New,Moisturizer,Beauty,I AM DISAPPOINTED WITH THIS PURCHASE.,1.0,2025-04-03,Yes,Negative
CUST00672,42,New,Programming Book,Books,Very poor quality. The product stopped working quickly.,1.0,2025-03-26,Yes,Negative
CUST00673,52,Loyal,Bluetooth Speaker,Electronics,I am disappointed with this purchase.,1.0,2026-02-26,Yes,Negative
CUST00674,50,Returning,Face Wash,Beauty,The product does not work as expected.,1.0,2025-07-23,Yes,Negative
CUST00675,37,New,Self Help Book,Books,Great experience. The item arrived on time.,4.0,2026-06-15,Yes,Positive
CUST00676,29,Loyal,Face Wash,Beauty,"THE PRODUCT IS COMFORTABLE, USEFUL, AND WELL MADE.",5.0,2025-03-20,Yes,Positive
CUST00677,61,Loyal,Self Help Book,Books,Very happy with my purchase. Highly recommended!,5.0,2025-06-12,Yes,Positive
CUST00678,39,Loyal,Programming Book,Books,The product is okay and works as expected. Order 9401.,4.0,2026-01-29,No,Neutral
CUST00679,46,Returning,Jeans,Clothing,Very happy with my purchase. Highly recommended!,4.0,2025-07-11,Yes,Positive
CUST00680,61,Returning,Smart Watch,Electronics,The quality is acceptable for everyday use.,3.0,2025-04-23,Yes,Neutral
CUST00681,34,Loyal,Shampoo,Beauty,Great experience. The item arrived on time. Order 9101.,5.0,2026-05-27,Yes,Positive
CUST00682,55,Returning,Jacket,Clothing,Amazing quality and value for money.,4.0,2026-05-04,Yes,Positive
CUST00683,35,New,Cookware Set,Home & Kitchen,The product does not work as expected.,1.0,2025-11-16,Yes,Negative
CUST00684,62,Returning,Bluetooth Speaker,Electronics,I really liked this product. It works perfectly.,5.0,2025-05-09,Yes,Positive
CUST00685,47,Loyal,Wireless Earbuds,Electronics,Very happy with my purchase. Highly recommended! Really!!,4.0,2025-01-11,Yes,Positive
CUST00686,56,New,Sneakers,Clothing,"Product is decent, but there is room for improvement.",3.0,2025-10-17,No,Neutral
CUST00687,56,Loyal,Mixer Grinder,Home & Kitchen,"The product is comfortable, useful, and well made.",5.0,2026-12-07,No,Positive
CUST00688,30,New,Cookbook,Books,"It works properly, but nothing special. Really!!",4.0,2025-10-24,No,Neutral
CUST00689,19,Loyal,Coffee Maker,Home & Kitchen,The product does not work as expected. Order 1614.,1.0,2026-11-29,No,Negative
CUST00690,23,Returning,Green Tea,Grocery,"IT WORKS PROPERLY, BUT NOTHING SPECIAL.",3.0,2025-04-02,Yes,Neutral
CUST00691,44,New,Programming Book,Books,Good product and the delivery was quick. Really!!,4.0,2026-08-28,Yes,Positive
CUST00692,53,Returning,Gym Gloves,Sports,Very poor quality. The product stopped working quickly. Really!!,2.0,2026-10-23,Yes,Negative
CUST00693,38,Returning,Hair Dryer,Beauty,Excellent product! Very good quality and fast delivery.,4.0,2026-09-24,Yes,Positive
CUST00694,35,Returning,Shampoo,Beauty,Amazing quality and value for money.,5.0,2025-04-23,Yes,Positive
CUST00695,65,Loyal,Cookbook,Books,I really liked this product. It works perfectly. Order 9002.,4.0,2025-01-12,Yes,Positive
CUST00696,51,Returning,Water Bottle,Home & Kitchen,Very poor quality. The product stopped working quickly.,1.0,2025-12-29,No,Negative
CUST00697,23,New,Running Shoes,Sports,Not worth the money. The quality is very poor.,1.0,2026-03-10,Yes,Negative
CUST00698,23,Returning,Programming Book,Books,Good product and the delivery was quick.,4.0,2025-04-16,Yes,Positive
CUST00699,28,Loyal,Coffee,Grocery,I am disappointed with this purchase.,1.0,2025-05-21,Yes,Negative
CUST00700,55,Loyal,Moisturizer,Beauty,THE PRODUCT IS OKAY AND WORKS AS EXPECTED.,4.0,2026-02-19,Yes,Neutral
CUST00701,24,Loyal,Green Tea,Grocery,Amazing quality and value for money.,4.0,2026-08-17,Yes,Positive
CUST00702,28,New,Jeans,Clothing,Very happy with my purchase. Highly recommended!,4.0,2026-01-11,Yes,Positive
CUST00703,37,Returning,Face Wash,Beauty,VERY HAPPY WITH MY PURCHASE. HIGHLY RECOMMENDED!,5.0,2025-10-13,Yes,Positive
CUST00704,43,Returning,Gym Gloves,Sports,"Product is decent, but there is room for improvement. Order 9215.",4.0,2026-02-26,Yes,Neutral
CUST00705,45,New,Dry Fruits,Grocery,AMAZING QUALITY AND VALUE FOR MONEY. ORDER 2564.,5.0,2026-01-22,Yes,Positive
CUST00706,43,Loyal,T-Shirt,Clothing,The quality is acceptable for everyday use.,4.0,2025-02-25,Yes,Neutral
CUST00707,51,Returning,Wireless Earbuds,Electronics,Excellent product! Very good quality and fast delivery.,5.0,2026-10-03,No,Positive
CUST00708,29,Returning,Programming Book,Books,Very happy with my purchase. Highly recommended! Order 1556. Really!!,5.0,2025-06-16,Yes,Positive
CUST00709,36,Returning,Yoga Mat,Sports,"The product is comfortable, useful, and well made. Order 3511.",4.0,2025-05-05,Yes,Positive
CUST00710,35,Loyal,Face Wash,Beauty,"The product is comfortable, useful, and well made. Order 9572.",5.0,2025-07-21,Yes,Positive
CUST00711,50,Returning,Jacket,Clothing,Very happy with my purchase. Highly recommended! Really!!,5.0,2025-07-20,Yes,Positive
CUST00712,52,New,Coffee,Grocery,The product does not work as expected.,1.0,2026-09-09,Yes,Negative
CUST00713,51,Loyal,Novel,Books,Great experience. The item arrived on time. Order 8062.,4.0,2025-03-01,Yes,Positive
CUST00714,32,Returning,Hair Dryer,Beauty,"Product is decent, but there is room for improvement. Order 5264.",4.0,2026-07-14,Yes,Neutral
CUST00715,35,Returning,Running Shoes,Sports,Bad experience. I would not recommend this product.,1.0,2026-11-10,Yes,Negative
CUST00716,51,Returning,Cookies,Grocery,Excellent product! Very good quality and fast delivery.,4.0,2026-06-29,Yes,Positive
CUST00717,34,New,Running Shoes,Sports,Bad experience. I would not recommend this product. Order 9974.,1.0,2026-10-13,Yes,Negative
CUST00718,38,New,Jacket,Clothing,Good product and the delivery was quick.,5.0,2026-12-10,Yes,Positive
CUST00719,42,Loyal,Face Wash,Beauty,AMAZING QUALITY AND VALUE FOR MONEY.,5.0,2025-08-03,No,Positive
CUST00720,59,New,T-Shirt,Clothing,I am disappointed with this purchase.,2.0,2026-08-07,No,Negative
CUST00721,55,Loyal,Cookware Set,Home & Kitchen,Good product and the delivery was quick.,4.0,2026-09-21,Yes,Positive
CUST00722,48,Returning,Programming Book,Books,Average quality. It is fine for the price. Order 3889.,3.0,2025-03-09,Yes,Neutral
CUST00723,46,Loyal,Self Help Book,Books,Very happy with my purchase. Highly recommended! Order 5240.,4.0,2026-02-18,No,Positive
CUST00724,40,Loyal,Wireless Earbuds,Electronics,AVERAGE QUALITY. IT IS FINE FOR THE PRICE. ORDER 4416.,4.0,2026-12-30,Yes,Neutral
CUST00725,25,Loyal,Novel,Books,"Product is decent, but there is room for improvement.",4.0,2025-04-22,Yes,Neutral
CUST00726,52,Returning,Green Tea,Grocery,I really liked this product. It works perfectly.,5.0,2025-09-27,Yes,Positive
CUST00727,64,Returning,Jeans,Clothing,Amazing quality and value for money.,5.0,2025-11-06,Yes,Positive
CUST00728,45,Loyal,Cookware Set,Home & Kitchen,I really liked this product. It works perfectly.,5.0,2025-08-24,Yes,Positive
CUST00729,49,Loyal,Hair Dryer,Beauty,Excellent product! Very good quality and fast delivery.,4.0,2025-10-18,Yes,Positive
CUST00730,61,Loyal,Coffee,Grocery,Very happy with my purchase. Highly recommended!,5.0,2026-03-12,Yes,Positive
CUST00731,59,New,Jacket,Clothing,"It works properly, but nothing special.",4.0,2026-04-21,Yes,Neutral
CUST00732,39,New,Jeans,Clothing,Excellent product! Very good quality and fast delivery.,5.0,2026-12-14,No,Positive
CUST00733,64,Returning,Yoga Mat,Sports,"PRODUCT IS DECENT, BUT THERE IS ROOM FOR IMPROVEMENT. ORDER 5640.",4.0,2025-08-12,No,Neutral
CUST00734,60,New,Cricket Bat,Sports,Good product and the delivery was quick.,4.0,2025-09-03,Yes,Positive
CUST00735,32,Loyal,Bluetooth Speaker,Electronics,I am disappointed with this purchase. Really!!,1.0,2026-07-12,Yes,Negative
CUST00736,41,New,Bluetooth Speaker,Electronics,The product is okay and works as expected.,4.0,2025-03-07,Yes,Neutral
CUST00737,42,Returning,Cookies,Grocery,The product is okay and works as expected.,3.0,2026-09-20,No,Neutral
CUST00738,44,New,Dry Fruits,Grocery,Amazing quality and value for money. Order 9529.,4.0,2026-09-17,Yes,Positive
CUST00739,54,Loyal,Novel,Books,"IT WORKS PROPERLY, BUT NOTHING SPECIAL.",4.0,2025-05-02,Yes,Neutral
CUST00740,34,Returning,Coffee Maker,Home & Kitchen,THE ITEM ARRIVED ON TIME AND WAS AS DESCRIBED.,4.0,2026-12-06,Yes,Neutral
CUST00741,50,Loyal,Self Help Book,Books,THE PRODUCT DOES NOT WORK AS EXPECTED.,2.0,2026-09-09,Yes,Negative
CUST00742,65,New,Programming Book,Books,The product is okay and works as expected.,4.0,2026-06-21,No,Neutral
CUST00743,18,New,Wireless Earbuds,Electronics,Excellent product! Very good quality and fast delivery. Order 2725. Really!!,5.0,2026-03-19,No,Positive
CUST00744,31,Returning,Wireless Earbuds,Electronics,Amazing quality and value for money.,5.0,2025-12-12,No,Positive
CUST00745,32,Loyal,Cookies,Grocery,I am disappointed with this purchase.,1.0,2026-02-22,Yes,Negative
CUST00746,49,New,Wireless Earbuds,Electronics,Very poor quality. The product stopped working quickly. Order 1909. Really!!,2.0,2025-12-12,Yes,Negative
CUST00747,28,Loyal,Running Shoes,Sports,Very happy with my purchase. Highly recommended!,5.0,2025-01-15,Yes,Positive
CUST00748,54,Returning,Face Wash,Beauty,VERY POOR QUALITY. THE PRODUCT STOPPED WORKING QUICKLY.,2.0,2025-07-29,Yes,Negative
CUST00749,48,Loyal,Shampoo,Beauty,"The product is comfortable, useful, and well made. Order 1973.",4.0,2025-04-15,Yes,Positive
CUST00750,54,Loyal,Coffee,Grocery,Not worth the money. The quality is very poor.,1.0,2026-01-16,Yes,Negative
